Custid,Education,Marital_Status,Recency,MntMiniatures,MntPainting_Material,MntCard_Games,MntMagazines,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,DepVar,IMP_Income,_WARN_,IMP_MntBrandA__Material,IMP_MntScenario,campaign_acceptance,Childhome,Mnt,Frq,average_purchase,age,loyalty
140020664,2n Cycle,Together,2,0.5333333333,0.0666666667,0.3111111111,0.0888888889,0.0909090909,0.4545454545,0.1818181818,0.3636363636,7,0,0,51484,,0.5111111111,0,0,1,45,11,4.0909090909,45,36
140020697,Graduation,Married,29,0.5555555556,0,0.4444444444,0,0.1,0.5,0.2,0.3,8,0,0,30877,,0.6111111111,0,1,1,18,10,1.8,48,37
140020727,Graduation,Together,38,0.4189473684,0.0231578947,0.3726315789,0.0421052632,0.0476190476,0.4761904762,0.1904761905,0.3333333333,4,0,0,75051,,0.0715789474,0.1431578947,0,1,475,21,22.619047619,50,25
140020730,Graduation,Single,23,0.5432372506,0.0110864745,0.4257206208,0.0066518847,0.1428571429,0.4285714286,0.380952381,0.1904761905,4,0,1,57528,,0.2926829268,0.0133037694,1,1,451,21,21.476190476,55,28
140020742,Master,Single,84,0.4232804233,0.0317460317,0.3650793651,0,0.3333333333,0.4,0.2,0.4,6,0,0,48279,,0.0158730159,0.1798941799,0,1,189,15,12.6,55,31
140020751,Graduation,Married,19,0.380952381,0.119047619,0.4285714286,0.0238095238,0.1818181818,0.4545454545,0.2727272727,0.2727272727,6,0,0,46213,,0.4523809524,0.0476190476,0,1,42,11,3.8181818182,44,35
140020766,Graduation,Married,22,0.9270516717,0,0.0729483283,0,0.2307692308,0.3846153846,0.2307692308,0.3846153846,5,0,1,61440,,0.0501519757,0,3,1,658,26,25.307692308,53,26
140020775,Basic,Single,68,0.5015037594,0.015037594,0.345112782,0.1082706767,0.037037037,0.2962962963,0.2592592593,0.4444444444,1,0,0,106054,,0.0781954887,0.030075188,1,0,1330,27,49.259259259,25,25
140020778,Graduation,Married,80,0.5386416862,0.0620608899,0.2517564403,0.0304449649,0.1111111111,0.3333333333,0.1851851852,0.4814814815,3,0,0,67293,,0.0327868852,0.1170960187,0,1,854,27,31.62962963,57,33
140020802,2n Cycle,Together,43,0.3333333333,0,0.2857142857,0.0952380952,0.1,0.4,0.2,0.4,3,0,0,50934,,0.3333333333,0.2857142857,0,1,21,10,2.1,41,24
140020823,Basic,Together,7,0.1416,0.0096,0.5736,0.0768,0.15,0.5,0.25,0.25,3,0,0,80532,,0.0376,0.1984,0,1,1250,20,62.5,59,38
140020835,Graduation,Together,85,0.5948616601,0.0513833992,0.314229249,0.023715415,0.0454545455,0.4545454545,0.1363636364,0.4090909091,5,0,0,71252,,0.3063241107,0.0158102767,0,1,506,22,23,58,31
140020844,Graduation,Single,16,0.6388206388,0.0773955774,0.1805896806,0,0.0740740741,0.3703703704,0.2222222222,0.4074074074,6,0,0,75015,,0.0233415233,0.1031941032,0,1,814,27,30.148148148,45,32
140020850,Graduation,Married,39,0.5805318615,0.0521826392,0.2343201204,0.0466633216,0,0.4782608696,0.3043478261,0.2173913043,2,0,0,98013,,0.15755143,0.0863020572,2,0,1993,23,86.652173913,65,34
140020853,2n Cycle,Married,73,0.5813953488,0.011627907,0.3604651163,0.015503876,0.1176470588,0.4117647059,0.2352941176,0.3529411765,4,0,0,66360,,0.1782945736,0.0310077519,0,1,258,17,15.176470588,38,27
140020880,Graduation,Married,2,0.8852313167,0,0.1147686833,0,0.4347826087,0.347826087,0.3043478261,0.347826087,8,0,1,71481,,0.037366548,0,0,1,1124,23,48.869565217,67,36
140020889,PhD,Together,99,0.9333333333,0,0.0666666667,0,0.0769230769,0.4615384615,0.1538461538,0.3846153846,5,0,0,65407,,0.0777777778,0,0,1,90,13,6.9230769231,54,25
140020907,Master,Married,20,0.2194148936,0.147606383,0.4767287234,0.0817819149,0.0416666667,0.2916666667,0.4583333333,0.25,1,0,0,80912,,0.0299202128,0.0744680851,0,0,1504,24,62.666666667,41,39
140020913,2n Cycle,Married,32,0.7729988053,0.0131421744,0.1505376344,0.0083632019,0.0357142857,0.4642857143,0.1428571429,0.3928571429,7,0,0,72823,,0.2043010753,0.054958184,1,1,837,28,29.892857143,48,36
140020916,Graduation,Together,55,0.6901408451,0.0704225352,0.2112676056,0,0.0833333333,0.5,0.1666666667,0.3333333333,5,0,0,73411,,0.338028169,0.0281690141,0,1,71,12,5.9166666667,58,25
140020925,Master,Married,60,0.7479623824,0.0413793103,0.1937304075,0.0169278997,0.1034482759,0.3448275862,0.3793103448,0.275862069,4,0,0,86429,,0.0238244514,0,0,1,1595,29,55,41,43
140020937,Master,Married,66,0.6333333333,0,0.3333333333,0,0.25,0.5,0.1666666667,0.3333333333,8,0,0,37112,,0.1833333333,0.0333333333,0,1,60,12,5,52,42
140020943,2n Cycle,Together,91,0.5555555556,0,0.4444444444,0,0.1,0.5,0.2,0.3,6,0,0,56371,,0,0,0,1,18,10,1.8,53,35
140020961,Basic,Married,24,0.3246753247,0.2029220779,0.2272727273,0.086038961,0.1304347826,0.4347826087,0.3043478261,0.2608695652,5,0,0,76544,,0.4967532468,0.1590909091,0,1,616,23,26.782608696,59,24
140020970,Basic,Married,87,0.3260869565,0.1304347826,0.3260869565,0.0434782609,0.1666666667,0.4166666667,0.25,0.3333333333,3,0,0,47457,,0.5217391304,0.1739130435,0,1,46,12,3.8333333333,63,26
140020973,Graduation,Together,0,0.109375,0.140625,0.546875,0.140625,0.1666666667,0.5,0.1666666667,0.3333333333,8,0,1,29701,,0.1875,0.0625,0,1,64,12,5.3333333333,28,35
140020976,Basic,Together,97,0.2088285229,0.1884550085,0.2580645161,0.1069609508,0.0454545455,0.3636363636,0.2727272727,0.3636363636,3,0,0,70757,,0.1748726655,0.2376910017,0,1,589,22,26.772727273,55,34
140020982,Graduation,Together,46,0.2162162162,0.0945945946,0.3040540541,0.1824324324,0.2142857143,0.4285714286,0.2142857143,0.3571428571,5,0,0,38262,,0.1756756757,0.2027027027,0,1,148,14,10.571428571,45,36
140020991,PhD,Together,23,0.4993556701,0.0612113402,0.318943299,0.0070876289,0.0384615385,0.3076923077,0.3846153846,0.3076923077,1,0,0,103694,,0.0322164948,0.1134020619,0,0,1552,26,59.692307692,70,24
140021000,Graduation,Together,44,0.3887043189,0.088593577,0.3676633444,0.1218161683,0.1111111111,0.4444444444,0.2777777778,0.2777777778,2,0,0,79412,,0.1428571429,0.0332225914,0,1,903,18,50.166666667,56,41
140021066,Basic,Single,74,0.3156626506,0.134939759,0.3301204819,0.1084337349,0.1,0.35,0.2,0.45,3,0,0,74891,,0.0939759036,0.1108433735,0,1,415,20,20.75,58,28
140021069,Graduation,Married,93,0.2142857143,0.2142857143,0.3333333333,0.0952380952,0.1666666667,0.4166666667,0.25,0.3333333333,4,0,0,37241,,0.1666666667,0.1428571429,0,1,42,12,3.5,51,28
140021075,Graduation,Married,69,0.1052631579,0.1804511278,0.4736842105,0,0.0769230769,0.5384615385,0.2307692308,0.2307692308,8,0,0,35804,,0.3759398496,0.2406015038,0,0,133,13,10.230769231,41,25
140021120,2n Cycle,Together,19,0.6857142857,0,0.3142857143,0,0.0909090909,0.4545454545,0.2727272727,0.2727272727,5,0,0,46480,,0.2857142857,0,1,1,35,11,3.1818181818,48,33
140021123,Basic,Married,29,0.234375,0.3125,0.09375,0.140625,0.0833333333,0.4166666667,0.25,0.3333333333,5,0,0,42231,,0.25,0.21875,0,1,64,12,5.3333333333,42,34
140021129,Graduation,Widow,92,0.8696883853,0.0141643059,0.1161473088,0,0.15,0.45,0.15,0.4,6,0,0,60367,,0.1388101983,0,1,1,353,20,17.65,56,25
140021135,Graduation,Divorced,81,0.2705882353,0.0201680672,0.2067226891,0.0924369748,0.0909090909,0.4090909091,0.2272727273,0.3636363636,4,0,0,77379,,0.0655462185,0.4100840336,0,1,595,22,27.045454545,48,36
140021144,Basic,Together,8,0.1797752809,0.0898876404,0.5056179775,0.0674157303,0.2142857143,0.5,0.1428571429,0.3571428571,8,1,1,18859,,0.3820224719,0.1573033708,0,1,89,14,6.3571428571,40,42
140021150,PhD,Married,2,0.7161531279,0.0392156863,0.1736694678,0,0.064516129,0.3548387097,0.1935483871,0.4516129032,3,0,0,85287,,0.0112044818,0.070961718,0,1,1071,31,34.548387097,36,24
140021153,Master,Married,94,0.2306993642,0.0372388738,0.6584922797,0.0317892825,0.0384615385,0.2692307692,0.2692307692,0.4615384615,1,0,0,99434,,0.0590372389,0.0417801998,0,0,1101,26,42.346153846,26,34
140021168,Graduation,Together,62,0.8947368421,0,0.086517664,0,0.1111111111,0.2592592593,0.2962962963,0.4444444444,8,0,0,67141,,0.0374909877,0.0187454939,2,1,1387,27,51.37037037,44,45
140021177,Master,Married,86,0.5631746032,0.0247619048,0.3714285714,0.0076190476,0.037037037,0.4074074074,0.3333333333,0.2592592593,4,0,0,99874,,0.033015873,0.033015873,0,0,1575,27,58.333333333,62,30
140021186,2n Cycle,Single,80,0.7579972184,0.0278164117,0.1780250348,0,0.1538461538,0.5,0.1538461538,0.3461538462,8,0,0,55638,,0.107093185,0.0361613352,0,1,719,26,27.653846154,65,45
140021192,PhD,Married,60,0.8315649867,0.0145888594,0.125994695,0.0092838196,0.1111111111,0.5185185185,0.1481481481,0.3333333333,8,0,0,67544,,0.0729442971,0.0185676393,0,1,754,27,27.925925926,45,42
140021222,Graduation,Single,8,0.5084745763,0.1016949153,0.3559322034,0.0338983051,0.1666666667,0.5,0.25,0.25,7,0,1,40540,,0.406779661,0,1,1,59,12,4.9166666667,42,27
140021225,Graduation,Single,65,0.4146341463,0.0731707317,0.3414634146,0.0731707317,0.1818181818,0.4545454545,0.1818181818,0.3636363636,9,0,0,31920,,0.1707317073,0.0975609756,0,1,41,11,3.7272727273,64,39
140021228,Graduation,Married,66,0.64,0.04,0.2666666667,0,0.2307692308,0.4615384615,0.2307692308,0.3076923077,5,0,0,46261,,0.32,0.0533333333,0,1,75,13,5.7692307692,63,27
140021237,2n Cycle,Widow,76,0.717270195,0.0543175487,0.1754874652,0.0167130919,0.1153846154,0.4230769231,0.1538461538,0.4230769231,5,0,0,71315,,0.0236768802,0.0362116992,1,1,718,26,27.615384615,42,37
140021246,2n Cycle,Widow,27,0.1884057971,0,0.2608695652,0.0289855072,0.1666666667,0.5,0.25,0.25,7,0,0,39339,,0.5362318841,0.5217391304,1,1,69,12,5.75,44,36
140021252,Graduation,Divorced,46,0.4052464948,0.0483943917,0.4857530529,0.0289461782,0.0294117647,0.2647058824,0.3235294118,0.4117647059,2,0,1,99225,,0,0.0316598824,2,0,2211,34,65.029411765,61,28
140021264,Graduation,Single,42,0.3333333333,0.0111111111,0.5740740741,0.0518518519,0.1764705882,0.4705882353,0.2941176471,0.2352941176,6,0,1,45901,,0.2814814815,0.0296296296,1,1,270,17,15.882352941,33,42
140021273,Graduation,Married,60,0.4406779661,0.011299435,0.4048964218,0.0451977401,0.1363636364,0.4545454545,0.1818181818,0.3636363636,6,0,0,67115,,0.011299435,0.0979284369,0,1,531,22,24.136363636,67,35
140021321,Master,Divorced,25,0.4020857474,0.0139049826,0.5422943221,0.023174971,0.05,0.4,0.35,0.25,2,0,1,79155,,0.134414832,0.0185399768,0,0,863,20,43.15,59,41
140021342,Basic,Married,87,0.4776817855,0.0615550756,0.3581713463,0.0370770338,0.03125,0.34375,0.21875,0.4375,5,0,0,86583,,0.0104391649,0.0655147588,3,0,2778,32,86.8125,30,44
140021363,Graduation,Married,59,0.5935613682,0.0643863179,0.2354124748,0.0543259557,0.0454545455,0.3636363636,0.2727272727,0.3636363636,3,0,0,71225,,0.0342052314,0.0523138833,0,1,497,22,22.590909091,45,25
140021384,2n Cycle,Single,7,0.4818410644,0.0377562028,0.4181948939,0.0456670262,0.0869565217,0.4782608696,0.3043478261,0.2173913043,7,0,1,114400,,0.0165408127,0.0165408127,2,1,2781,23,120.91304348,36,44
140021423,PhD,Together,83,0.3771459227,0.0348712446,0.4951716738,0.0144849785,0.0526315789,0.3157894737,0.2105263158,0.4736842105,1,0,0,98932,,0.0407725322,0.0783261803,0,0,1864,19,98.105263158,51,25
140021432,Graduation,Divorced,97,0.7421686747,0.0277108434,0.1771084337,0.0168674699,0.1428571429,0.2857142857,0.3214285714,0.3928571429,4,0,0,56879,,0.0240963855,0.0361445783,1,1,830,28,29.642857143,48,42
140021447,Basic,Married,20,0.0740740741,0.4074074074,0.1111111111,0.1111111111,0.1666666667,0.5,0.25,0.25,4,0,0,26184,,0.7037037037,0.2962962963,0,1,27,12,2.25,56,23
140021450,2n Cycle,Married,72,0.2278481013,0.2151898734,0.1392405063,0.2405063291,0.2307692308,0.4615384615,0.2307692308,0.3076923077,8,0,0,27003,,0.9746835443,0.1772151899,0,1,79,13,6.0769230769,29,45
140021471,Graduation,Single,25,0.3814229249,0.0711462451,0.5,0,0.08,0.24,0.52,0.24,1,0,1,74102,,0.0105401845,0.04743083,0,0,1518,25,60.72,27,34
140021483,Graduation,Married,95,0.3658536585,0.1463414634,0.487804878,0,0.0909090909,0.4545454545,0.2727272727,0.2727272727,7,0,0,37842,,0.6097560976,0,1,1,41,11,3.7272727273,32,32
140021501,Master,Married,20,0.4764542936,0.0138504155,0.4792243767,0.0304709141,0.2631578947,0.5263157895,0.1578947368,0.3157894737,8,0,1,46215,,0.0664819945,0,0,1,361,19,19,33,28
140021507,Graduation,Together,61,0.4860664523,0.0123258307,0.4448017149,0.0075026795,0.05,0.325,0.325,0.35,5,0,0,75226,,0.0530546624,0.0493033226,0,1,1866,40,46.65,47,37
140021540,2n Cycle,Together,0,0.1315789474,0.0789473684,0.2894736842,0.2368421053,0.1666666667,0.5,0.1666666667,0.3333333333,8,0,0,9000,,0.5263157895,0.2631578947,0,0,38,12,3.1666666667,29,34
140021543,Graduation,Married,26,0.1741245136,0.0690661479,0.6507782101,0.0612840467,0.0606060606,0.3636363636,0.3333333333,0.303030303,8,0,1,100773,,0.0291828794,0.0447470817,2,1,1028,33,31.151515152,53,43
140021582,Graduation,Married,41,0.0819672131,0.2786885246,0.3278688525,0.1475409836,0.0833333333,0.5,0.25,0.25,9,0,0,22048,,0.4918032787,0.1639344262,1,0,61,12,5.0833333333,42,40
140021597,Master,Married,77,0.8848758465,0,0.1151241535,0,0.0454545455,0.5,0.2272727273,0.2727272727,6,0,0,71442,,0.0632054176,0,0,0,443,22,20.136363636,64,25
140021600,Master,Together,85,0.4318181818,0.0454545455,0.3863636364,0,0.3076923077,0.4615384615,0.1538461538,0.3846153846,4,0,0,27813,,0.3863636364,0.1363636364,0,1,44,13,3.3846153846,41,24
140021606,Graduation,Married,36,0.3214285714,0.2857142857,0.3214285714,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,5,0,0,28602,,0.3928571429,0.0714285714,0,1,28,11,2.5454545455,42,27
140021642,Master,Together,40,0.5294117647,0,0.4705882353,0,0.1,0.5,0.2,0.3,8,0,0,21803,,0.5882352941,0,0,1,17,10,1.7,47,39
140021645,Basic,Single,96,0.2239467849,0.0676274945,0.6042128603,0.0266075388,0.037037037,0.2962962963,0.4814814815,0.2222222222,2,0,0,91764,,0.3303769401,0.0776053215,0,0,902,27,33.407407407,66,37
140021654,2n Cycle,Together,94,0.2682926829,0.1707317073,0.4390243902,0.0975609756,0.2857142857,0.5,0.2857142857,0.2142857143,7,0,0,26521,,0.5975609756,0.0243902439,0,1,82,14,5.8571428571,40,36
140021660,Graduation,Single,4,0.2890348661,0.0651844366,0.5912076806,0.0318342597,0,0.3913043478,0.3913043478,0.2173913043,2,0,1,103966,,0.0116220313,0.0227387569,1,0,1979,23,86.043478261,23,28
140021666,Graduation,Single,7,0.8666666667,0,0.1333333333,0,0.1,0.4,0.2,0.4,5,0,0,44891,,0,0,0,1,15,10,1.5,52,26
140021669,Graduation,Together,56,0.2222222222,0,0.5833333333,0.0277777778,0.0909090909,0.4545454545,0.1818181818,0.3636363636,5,0,0,43109,,0.2777777778,0.1666666667,0,1,36,11,3.2727272727,49,26
140021690,Master,Together,72,0.4675324675,0,0.4935064935,0.012987013,0.0833333333,0.5,0.1666666667,0.3333333333,7,0,0,46694,,0.038961039,0.025974026,0,1,77,12,6.4166666667,49,40
140021693,Graduation,Married,57,0.3869441816,0.0359508042,0.5326395459,0.0141911069,0.2631578947,0.3157894737,0.2105263158,0.4736842105,9,0,1,62579,,0.1740775781,0.0302743614,0,1,1057,19,55.631578947,47,44
140021741,2n Cycle,Single,76,0.3185271771,0.1589713618,0.4044418469,0.1028638223,0.0357142857,0.2857142857,0.3214285714,0.3928571429,2,0,0,92350,,0.0420806546,0.0151957919,1,0,1711,28,61.107142857,32,31
140021744,Graduation,Together,81,0.6844262295,0.012295082,0.2704918033,0.0163934426,0.4117647059,0.4705882353,0.2352941176,0.2941176471,8,0,0,56610,,0.1024590164,0.0163934426,1,1,244,17,14.352941176,63,43
140021747,Graduation,Together,26,0.3326348874,0.0466212677,0.4410686223,0.0560502881,0.1034482759,0.3103448276,0.2413793103,0.4482758621,3,0,0,81792,,0.0602409639,0.1236249345,0,1,1909,29,65.827586207,61,43
140021768,Graduation,Married,93,0.275,0.0375,0.6,0.0375,0.1666666667,0.4166666667,0.25,0.3333333333,7,0,0,45948,,0.025,0.05,0,1,80,12,6.6666666667,60,34
140021786,Basic,Single,22,0.5433070866,0.0498687664,0.2755905512,0.0157480315,0.064516129,0.4516129032,0.2903225806,0.2580645161,6,0,1,87718,,0.0358705162,0.1154855643,1,1,1143,31,36.870967742,36,41
140021795,Graduation,Married,49,0.8235294118,0,0.1764705882,0,0.1,0.5,0.2,0.3,6,0,0,51717.830508,,0.1176470588,0,0,1,17,10,1.7,61,43
140021813,Graduation,Together,6,0.4706976744,0.1320930233,0.323255814,0.0441860465,0.0344827586,0.3448275862,0.2413793103,0.4137931034,7,0,1,101388,,0.0511627907,0.0297674419,2,0,2150,29,74.137931034,58,40
140021816,Graduation,Married,3,0.511627907,0.0465116279,0.3953488372,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,7,0,0,32706,,0.0697674419,0.0465116279,0,1,43,11,3.9090909091,30,30
140021822,Graduation,Single,4,0.4430232558,0.0488372093,0.3755813953,0.0674418605,0.0740740741,0.3703703704,0.2592592593,0.3703703704,3,0,0,84680,,0.0325581395,0.0651162791,0,1,860,27,31.851851852,49,31
140021828,Graduation,Married,50,0.3594080338,0.1712473573,0.2938689218,0.0951374207,0.0714285714,0.3571428571,0.2857142857,0.3571428571,3,0,0,91083,,0.1374207188,0.0803382664,0,1,946,28,33.785714286,37,37
140021834,Basic,Single,79,0.4210526316,0.0789473684,0.4473684211,0.0526315789,0.1818181818,0.4545454545,0.2727272727,0.2727272727,8,0,0,37303,,0.5526315789,0,1,1,38,11,3.4545454545,42,36
140021855,Graduation,Single,79,0.4859813084,0.0093457944,0.3785046729,0.0420560748,0.125,0.4375,0.1875,0.375,5,0,0,59976,,0.0887850467,0.0841121495,0,1,214,16,13.375,65,31
140021858,Master,Married,13,0.4478984238,0.061295972,0.4277583187,0.0148861646,0.04,0.36,0.32,0.32,2,0,0,98604,,0.0214535902,0.0481611208,0,0,2284,25,91.36,74,30
140021894,Graduation,Divorced,84,0.6143497758,0.0784753363,0.2600896861,0.0156950673,0.4285714286,0.4761904762,0.1904761905,0.3333333333,7,0,0,65574,,0.2914798206,0.0313901345,0,1,446,21,21.238095238,53,41
140021897,Graduation,Together,77,0.8537726756,0,0.1429634997,0,0.037037037,0.3703703704,0.2222222222,0.4074074074,6,0,0,59121,,0.0133610747,0.0032638247,2,0,748.44278607,27,27.720103188,34,37
140021903,Graduation,Married,69,0.3036996135,0.0231916068,0.5019326339,0.0629486472,0.0357142857,0.3214285714,0.25,0.4285714286,1,0,0,98149,,0.0502484815,0.1082274986,1,0,1811,28,64.678571429,41,30
140021921,2n Cycle,Together,72,0.5279269603,0.0161117078,0.313641246,0.0891514501,0.0357142857,0.25,0.25,0.5,6,0,0,91206,,0.0279269603,0.0531686359,1,0,1862,28,66.5,29,39
140021936,Graduation,Single,13,0.3113207547,0.0695754717,0.5373427673,0.0353773585,0.037037037,0.2962962963,0.3333333333,0.3703703704,2,0,1,99226,,0.0302672956,0.0463836478,2,0,2544,27,94.222222222,55,32
140021939,2n Cycle,Married,81,0.5035460993,0,0.3829787234,0.0141843972,0.2142857143,0.5,0.1428571429,0.3571428571,7,0,0,51642,,0.1063829787,0.0992907801,0,1,141,14,10.071428571,42,23
140021957,Basic,Single,71,0,0.15,0.3,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,6,0,0,26325,,0.575,0.55,0,0,40,11,3.6363636364,19,26
140021963,Graduation,Married,83,0.3664825046,0.0699815838,0.4180478821,0.0349907919,0.1818181818,0.3636363636,0.1818181818,0.4545454545,3,0,0,60964,,0.0920810313,0.1104972376,0,1,543,22,24.681818182,48,23
140021975,Master,Married,45,0.298245614,0,0.6315789474,0,0.1666666667,0.4166666667,0.25,0.3333333333,6,0,1,48762,,0.2631578947,0.0701754386,1,1,57,12,4.75,59,25
140021984,2n Cycle,Single,4,0.7134433962,0,0.2429245283,0.008254717,0.1428571429,0.5,0.2142857143,0.2857142857,6,0,0,81018,,0.1650943396,0.0353773585,0,1,848,28,30.285714286,54,29
140021996,Basic,Together,88,0.0769230769,0.3846153846,0.2307692308,0,0.1,0.5,0.2,0.3,7,0,0,21481,,0.3076923077,0.3076923077,0,1,13,10,1.3,33,31
140022011,Graduation,Married,56,0.4963144963,0,0.3347665848,0.0374692875,0.0588235294,0.4117647059,0.2941176471,0.2941176471,6,0,0,81146,,0.0104422604,0.1314496314,1,0,1628,17,95.764705882,26,41
140022017,Basic,Single,92,0.2289156627,0.1837349398,0.1837349398,0.1445783133,0.2142857143,0.5357142857,0.1428571429,0.3214285714,9,0,0,41334,,0.0391566265,0.2590361446,0,0,996,28,35.571428571,29,40
140022029,Master,Married,2,0.6117952041,0.0252754375,0.2877511342,0.023331173,0.037037037,0.4074074074,0.2592592593,0.3333333333,3,0,0,89840,,0.0220349968,0.0518470512,0,0,1543,27,57.148148148,42,34
140022038,2n Cycle,Divorced,54,0.3529411765,0.1647058824,0.2117647059,0.0117647059,0.2307692308,0.4615384615,0.1538461538,0.3846153846,4,0,0,42845,,0.4588235294,0.2588235294,0,0,85,13,6.5384615385,52,28
140022047,Basic,Married,16,0.0337078652,0.0224719101,0.191011236,0.2134831461,0.0833333333,0.5,0.25,0.25,8,0,0,27855,,0.6629213483,0.5393258427,0,0,89,12,7.4166666667,53,45
140022053,Graduation,Divorced,38,0.362244898,0.1632653061,0.3367346939,0.0051020408,0.0666666667,0.4666666667,0.2666666667,0.2666666667,6,0,0,42095,,0.2397959184,0.1326530612,0,0,196,15,13.066666667,32,24
140022065,Master,Widow,41,0.5939537641,0.0515708358,0.3141671606,0.0237107291,0.1052631579,0.3684210526,0.3157894737,0.3157894737,6,0,0,93210,,0.0225251926,0.0165975104,0,1,1687,19,88.789473684,61,43
140022110,Graduation,Single,72,0.5335820896,0.0111940299,0.3246268657,0.0149253731,0.05,0.4,0.25,0.35,1,0,0,95680,,0.0214552239,0.1156716418,1,0,1072,20,53.6,44,23
140022116,2n Cycle,Married,12,0.4878640777,0.0631067961,0.3713592233,0.0291262136,0.15,0.55,0.2,0.25,7,0,0,62134,,0.322815534,0.0485436893,0,1,412,20,20.6,60,38
140022149,Graduation,Together,28,0.3298969072,0.1855670103,0.3711340206,0.0927835052,0.1428571429,0.4285714286,0.2142857143,0.3571428571,3,0,0,47098,,0.1237113402,0.0206185567,0,1,97,14,6.9285714286,52,28
140022152,2n Cycle,Married,88,0.3903133903,0.1467236467,0.2927350427,0.0733618234,0.125,0.4583333333,0.25,0.2916666667,5,0,0,77531,,0.1061253561,0.0968660969,0,1,1404,24,58.5,38,37
140022161,Graduation,Married,23,0.3353293413,0.0239520958,0.5274904736,0.0500816549,0.0344827586,0.4137931034,0.3448275862,0.2413793103,3,0,1,97562,,0.0206859009,0.0631464344,1,0,1837,29,63.344827586,44,39
140022188,Master,Married,52,0.5174825175,0.013986014,0.4125874126,0.027972028,0.0714285714,0.5714285714,0.1428571429,0.2857142857,8,0,0,53158,,0.1818181818,0.027972028,0,1,143,14,10.214285714,31,24
140022194,Graduation,Married,27,0.1077844311,0.377245509,0.2155688623,0.0598802395,0.0714285714,0.4285714286,0.2142857143,0.3571428571,7,0,0,24216,,0.1437125749,0.2395209581,0,0,167,14,11.928571429,70,39
140022212,Graduation,Single,45,0.35,0,0.6,0.05,0.1,0.5,0.2,0.3,7,0,0,52476,,0.1,0,0,1,20,10,2,56,24
140022215,Graduation,Together,27,0.3742632613,0.0854616896,0.4027504912,0.0726915521,0.0689655172,0.3448275862,0.1724137931,0.4827586207,4,0,0,76321,,0.0314341847,0.0648330059,0,1,1018,29,35.103448276,53,27
140022251,Graduation,Married,16,0.2336289528,0.2482307623,0.3358416196,0.0146018095,0.1538461538,0.3846153846,0.2307692308,0.3846153846,3,0,0,36993,,0.2336289528,0.1676968557,0,1,68.484662577,13,5.2680509674,33,31
140022254,Graduation,Married,82,0.3622106049,0.0941000747,0.4368932039,0.0283793876,0.0344827586,0.3448275862,0.1724137931,0.4827586207,3,0,0,103433,,0.1127707244,0.0784167289,1,0,2678,29,92.344827586,72,40
140022260,Graduation,Together,65,0.3333333333,0.0967741935,0.4516129032,0.0107526882,0.1538461538,0.5384615385,0.1538461538,0.3076923077,7,0,0,37030,,0.2580645161,0.1075268817,0,1,93,13,7.1538461538,38,34
140022269,Graduation,Married,11,0.2737642586,0.1368821293,0.3878326996,0.1711026616,0.2941176471,0.4117647059,0.1764705882,0.4117647059,4,0,0,55316,,0.0418250951,0.030418251,0,1,263,17,15.470588235,40,37
140022293,2n Cycle,Married,17,0.5294117647,0.1176470588,0.2941176471,0.0588235294,0.1,0.5,0.2,0.3,9,0,0,31059,,0.5882352941,0,0,1,17,10,1.7,54,43
140022308,Graduation,Widow,31,0.3413365346,0,0.5842336935,0.0432172869,0.037037037,0.2962962963,0.3333333333,0.3703703704,2,0,1,93045,,0.0204081633,0.031212485,1,0,2499,27,92.555555556,36,30
140022335,2n Cycle,Together,78,0.4013422819,0.1082774049,0.288590604,0.0577181208,0,0.3333333333,0.375,0.2916666667,1,0,0,100594,,0.0156599553,0.1440715884,3,0,2235,24,93.125,28,31
140022368,Graduation,Married,44,0.3860294118,0.1625,0.1235294118,0.1117647059,0.0344827586,0.3448275862,0.3103448276,0.3448275862,2,0,0,97140,,0.0602941176,0.2161764706,1,0,1360,29,46.896551724,59,38
140022389,Basic,Single,26,0.3860103627,0.0077720207,0.3419689119,0.0207253886,0.3157894737,0.5263157895,0.2631578947,0.2105263158,7,0,1,63157,,0.4455958549,0.2435233161,1,1,386,19,20.315789474,55,35
140022401,Graduation,Together,34,0.3333333333,0,0.375,0.125,0.1,0.4,0.2,0.4,6,0,0,41098,,0.0833333333,0.1666666667,0,1,24,10,2.4,41,31
140022416,2n Cycle,Together,47,0.3333333333,0.0588235294,0.568627451,0.0392156863,0.1818181818,0.4545454545,0.1818181818,0.3636363636,8,0,0,44894,,0.3333333333,0,0,1,51,11,4.6363636364,43,42
140022422,Graduation,Together,73,0.758108851,0.0274876306,0.1781198461,0,0.0454545455,0.2727272727,0.2727272727,0.4545454545,6,0,0,84604,,0.0472787246,0.0362836723,2,0,1819,22,82.681818182,44,43
140022428,PhD,Single,64,0.6437246964,0.012145749,0.3117408907,0.016194332,0.1764705882,0.4705882353,0.1764705882,0.3529411765,5,0,0,51277,,0.1295546559,0.016194332,0,0,247,17,14.529411765,35,31
