Education,Marital_Status,MntMiniatures,MntPainting_Material,MntCard_Games,MntMagazines,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Complain,DepVar,_WARN_,IMP_MntBrandA__Material,IMP_MntScenario,Childhome,RANGE_Frq,RANGE_IMP_Income,RANGE_Mnt,RANGE_NumWebVisitsMonth,RANGE_Recency,RANGE_age,RANGE_average_purchase,RANGE_campaign_acceptance,RANGE_loyalty
Graduation,Together,0.7826086957,0,0.2173913043,0,0.1666666667,0.4166666667,0.1666666667,0.4166666667,0,0,,0.0434782609,0,1,0.0666666667,0.4476844962,0.0184558597,0.0909090909,0.6868686869,0.8363636364,0.0349507567,0.25,0
Master,Single,0.3424657534,0.0597758406,0.3225404732,0.100871731,0.0384615385,0.2692307692,0.2692307692,0.4615384615,0,0,,0.0305105853,0.1743462017,0,0.5333333333,0.7377221395,0.4912334666,0.2727272727,1,0.4545454545,0.4386444687,0,0.6956521739
PhD,Married,0.4404609475,0,0.4647887324,0.0294494238,0.0769230769,0.3076923077,0.2692307692,0.4230769231,0,0,,0.095390525,0.0653008963,0,0.5333333333,0.6607983892,0.4776991695,0.3636363636,0.6666666667,0.6363636364,0.4264491214,0,0.7391304348
Master,Together,0.7769784173,0,0.2230215827,0,0.2777777778,0.5555555556,0.1666666667,0.2777777778,0,0,,0.1223021583,0,1,0.2666666667,0.4981003239,0.0827437711,0.5454545455,0.9898989899,0.6909090909,0.1048122348,0,0.6086956522
Graduation,Married,0.2603104213,0.0341463415,0.6199556541,0.0554323725,0.0434782609,0.3913043478,0.347826087,0.2608695652,0,0,,0.0496674058,0.0301552106,0,0.4333333333,0.6771951326,0.6908643494,0.4545454545,0.8181818182,0.6,0.7000490867,0,0.5652173913
Basic,Single,0.3453670277,0.1046931408,0.4608904934,0.0228640193,0.0322580645,0.1935483871,0.3548387097,0.4516129032,0,0,,0.0782190132,0.0661853189,0,0.7,0.7949225247,0.2528452784,0.1818181818,0.5555555556,0.0363636364,0.1866907395,0,0.5652173913
2n Cycle,Married,0.75,0.0548076923,0.1778846154,0,0.1290322581,0.4838709677,0.1935483871,0.3225806452,0,0,,0.1307692308,0.0173076923,1,0.7,0.5841810383,0.3171331898,1,0.2727272727,0.3454545455,0.2352754295,0,0.5652173913
Graduation,Together,0.5833333333,0.0416666667,0.375,0,0.0833333333,0.5,0.1666666667,0.3333333333,0,0,,0.3125,0,1,0.0666666667,0.2112842511,0.0119963088,0.1818181818,0.5050505051,0.4181818182,0.0223396589,0,0.0434782609
Basic,Married,0.1758241758,0.1538461538,0.2527472527,0.0879120879,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.3956043956,0.3296703297,1,0.0666666667,0.2627330824,0.0252230083,0.2727272727,0.3535353535,0.4,0.0481623829,0,0.4782608696
Graduation,Single,0.3506261181,0.0119260584,0.5861657722,0.0357781753,0.037037037,0.2222222222,0.3333333333,0.4444444444,0,0,,0,0.015503876,0,0.5666666667,0.6553182176,0.5130729006,0.1818181818,0.8484848485,0.4727272727,0.4411081752,0.25,0.2173913043
Graduation,Married,0.5112781955,0.045112782,0.2706766917,0.1578947368,0.0714285714,0.3571428571,0.2857142857,0.3571428571,0,0,,0.0601503759,0.015037594,1,0.1333333333,0.5530771251,0.0381421101,0.0909090909,0.595959596,0.5090909091,0.0619745376,0,0.1739130435
Graduation,Together,0.4300699301,0.027972028,0.1818181818,0.0734265734,0.0303030303,0.4242424242,0.2727272727,0.303030303,0,0,,0.1590909091,0.2867132867,0,0.7666666667,0.7784032216,0.3491233467,0.9090909091,0.7676767677,0.5272727273,0.243334134,0.5,0.5652173913
2n Cycle,Married,0.1058394161,0.0875912409,0.2919708029,0.0839416058,0.1875,0.4375,0.1875,0.375,0,0,,0.4708029197,0.4306569343,0,0.2,0.1136128863,0.0815133805,0.2727272727,0.0707070707,0.6727272727,0.1169228921,0,0.9130434783
Graduation,Married,0.3265306122,0.0612244898,0.5510204082,0.0204081633,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.1428571429,0.0408163265,1,0.0333333333,0.2782368905,0.0123039065,0.2727272727,0.4343434343,0.2181818182,0.0256152687,0,0.652173913
Graduation,Married,0.6809651475,0.0241286863,0.2868632708,0.0080428954,0.25,0.45,0.15,0.4,0,0,,0.0965147453,0,1,0.3333333333,0.4060054276,0.1119655491,0.4545454545,0.3636363636,0.8,0.1279125631,0,0.3043478261
2n Cycle,Together,0.3315068493,0.1808219178,0.2684931507,0.1095890411,0.3157894737,0.4736842105,0.2105263158,0.3157894737,0,0,,0.2931506849,0.1095890411,1,0.3,0.2245644752,0.1095047678,0.4545454545,0.6565656566,0.3636363636,0.1319519071,0,0.9565217391
2n Cycle,Single,0.3075157774,0.0275387263,0.65232358,0.0126219162,0.04,0.4,0.32,0.28,0,1,,0.0612117602,0,1,0.5,0.8599229624,0.5333743464,0.5454545455,0.0202020202,0.5454545455,0.4959404276,0,0.0869565217
Graduation,Single,0.4124087591,0.0930656934,0.3704379562,0.0145985401,0.2727272727,0.5454545455,0.1363636364,0.3181818182,0,0,,0.0419708029,0.1094890511,1,0.4,0.3327146984,0.16579514,0.7272727273,0.5050505051,0.3636363636,0.1730177101,0,0.9565217391
Graduation,Married,0.4152452026,0.0687633262,0.4296375267,0.012793177,0.0303030303,0.2727272727,0.3333333333,0.3939393939,0,0,,0.0959488273,0.0735607676,0,0.7666666667,0.7809857305,0.5742848354,0.4545454545,0.1313131313,0.7636363636,0.4031838927,0,0.6086956522
2n Cycle,Widow,0.5428571429,0.0285714286,0.2761904762,0.0380952381,0.0769230769,0.4615384615,0.2307692308,0.3076923077,0,0,,0.0952380952,0.1142857143,0,0.1,0.3525343605,0.0295293756,0.2727272727,0.7575757576,0.7090909091,0.0517193592,0,0.0869565217
2n Cycle,Together,0.1173469388,0.2329931973,0.4540816327,0.1071428571,0.1363636364,0.5454545455,0.1818181818,0.2727272727,0,0,,0.0391156463,0.0884353741,1,0.4,0.5322944936,0.1780990464,0.7272727273,0.2626262626,0.4545454545,0.1861201494,0,0.0434782609
Graduation,Divorced,0.6288659794,0.0103092784,0.3298969072,0.0171821306,0.2222222222,0.3888888889,0.2777777778,0.3333333333,0,0,,0.0549828179,0.0137457045,1,0.2666666667,0.4597828942,0.0867425408,0.2727272727,0.3737373737,0.6363636364,0.1100168148,0,0.347826087
Master,Divorced,0.4179019384,0.023945268,0.5421892816,0,0.0357142857,0.25,0.4642857143,0.2857142857,0,1,,0.0313568985,0.015963512,0,0.6,0.7261489976,0.5367579206,0.2727272727,0.4444444444,0.4727272727,0.4449401187,0.5,0.0869565217
Graduation,Married,0.7907801418,0,0.1666666667,0.0070921986,0.1111111111,0.5,0.1666666667,0.3333333333,0,0,,0.0992907801,0.0354609929,1,0.2666666667,0.4541363915,0.0839741618,0.4545454545,0.898989899,0.6,0.106413644,0,0.3043478261
Graduation,Married,0.6010544815,0.0105448155,0.3409490334,0.0158172232,0.1304347826,0.347826087,0.347826087,0.3043478261,0,0,,0.3637961336,0.0316344464,1,0.4333333333,0.4941083778,0.1722546909,0.3636363636,0.3131313131,0.4,0.1717929169,0,0.6956521739
Graduation,Married,0.1395348837,0.0465116279,0.2558139535,0.3720930233,0.0909090909,0.4545454545,0.2727272727,0.2727272727,0,0,,0.5813953488,0.1860465116,0,0.0333333333,0.1175523067,0.0104583205,0.3636363636,0.7777777778,0.4181818182,0.0216845369,0,0.7826086957
Graduation,Together,0.2363636364,0.0909090909,0.4727272727,0.0909090909,0.1538461538,0.4615384615,0.1538461538,0.3846153846,0,0,,0.0727272727,0.1090909091,1,0.1,0.2654118883,0.0141494925,0.1818181818,0.4949494949,0.4545454545,0.0240026608,0,0.1739130435
Graduation,Single,0.4583333333,0.0625,0.4375,0,0.1666666667,0.5,0.1666666667,0.3333333333,1,0,,0.2708333333,0.0416666667,1,0.0666666667,0.3271644927,0.0119963088,0.2727272727,0.4545454545,0.3272727273,0.0223396589,0,0.3043478261
Graduation,Single,0.380952381,0,0.5238095238,0,0.1,0.5,0.2,0.3,0,0,,0.0952380952,0.0952380952,1,0,0.1754267706,0.0036911719,0.3636363636,0.1717171717,0.3636363636,0.0086476099,0,0.4782608696
Basic,Married,0.3123123123,0.0900900901,0.4564564565,0.0510510511,0.3333333333,0.5,0.1666666667,0.3333333333,0,0,,0.021021021,0.0900900901,1,0.2666666667,0.1663048236,0.0996616426,0.4545454545,0.9797979798,0.2545454545,0.1268316118,0,0.8695652174
2n Cycle,Married,0.5433526012,0.0867052023,0.3699421965,0,0.2631578947,0.4736842105,0.2105263158,0.3157894737,0,1,,0.2543352601,0,1,0.3,0.3278035542,0.1036604122,0.4545454545,0.5858585859,0.5818181818,0.1247455656,0.5,0.4347826087
Master,Divorced,0.2914847162,0.0687772926,0.5065502183,0.0414847162,0.3703703704,0.4074074074,0.2222222222,0.3703703704,0,1,,0.0305676856,0.0917030568,1,0.5666666667,0.5576643614,0.2789910797,0.6363636364,0.1717171717,0.4909090909,0.2379961032,0,0.5217391304
Graduation,Together,0.413448735,0.0732356858,0.413448735,0.0359520639,0.04,0.48,0.24,0.28,0,0,,0.0739014647,0.0639147803,0,0.5,0.5702880154,0.4592433098,0.7272727273,0.7171717172,0.9090909091,0.4264712947,0,0.4782608696
Graduation,Married,0.8823529412,0,0.1176470588,0,0.1666666667,0.4166666667,0.25,0.3333333333,0,0,,0.1470588235,0,1,0.0666666667,0.3836207651,0.0181482621,0.2727272727,0.4646464646,0.5818181818,0.0343502282,0,0.4347826087
Master,Single,0.5,0.0256410256,0.3846153846,0.0128205128,0.0833333333,0.4166666667,0.1666666667,0.4166666667,0,0,,0.1666666667,0.0769230769,0,0.0666666667,0.356999037,0.0212242387,0.0909090909,0.3737373737,0.4,0.0403555129,0,0.0869565217
Graduation,Married,0.421875,0.03125,0.5,0.015625,0.3076923077,0.5384615385,0.1538461538,0.3076923077,0,0,,0.0625,0.03125,1,0.1,0.1760833406,0.0169178714,0.4545454545,0.4545454545,0.4181818182,0.0289916665,0,0.6956521739
Graduation,Single,0.8978583196,0,0.1021416804,0,0.2,0.52,0.2,0.28,0,0,,0.1532125206,0,1,0.5,0.4404622253,0.183943402,0.8181818182,0.8282828283,0.7090909091,0.1684842662,0,0.652173913
Master,Together,0.8485804416,0,0.141955836,0.0094637224,0.32,0.52,0.2,0.28,0,0,,0,0,1,0.5,0.5260527007,0.1922485389,0.8181818182,0.5757575758,0.5272727273,0.1762671151,0.25,0.347826087
PhD,Married,0.7385159011,0,0.2614840989,0,0.2222222222,0.3888888889,0.1666666667,0.4444444444,0,0,,0.0106007067,0,1,0.2666666667,0.374166156,0.0842817595,0.2727272727,0.4343434343,0.6909090909,0.1068139963,0,0.652173913
PhD,Married,0.6922660898,0.0129799892,0.2693347756,0.0081124932,0.0454545455,0.4545454545,0.2272727273,0.3181818182,0,0,,0.0584099513,0.0173066522,0,0.4,0.6970585661,0.5659796986,0.5454545455,0.8383838384,0.6727272727,0.5991745463,0.25,0.1304347826
Graduation,Married,0.3461538462,0.1153846154,0.3333333333,0.0769230769,0.2142857143,0.5,0.1428571429,0.3571428571,0,0,,0.0512820513,0.1282051282,1,0.1333333333,0.1959642826,0.0212242387,0.2727272727,0.3131313131,0.4909090909,0.03366391,0,0.0434782609
Master,Married,0.6714285714,0,0.3,0,0.1666666667,0.4166666667,0.25,0.3333333333,0,0,,0.0571428571,0.0285714286,1,0.0666666667,0.3841810383,0.0187634574,0.0909090909,0.9393939394,0.8363636364,0.0355512851,0,0.652173913
2n Cycle,Divorced,0.408388521,0.1523178808,0.3178807947,0.1081677704,0.2857142857,0.5714285714,0.1428571429,0.2857142857,0,0,,0.2649006623,0.0132450331,1,0.3666666667,0.4623654031,0.136573362,0.7272727273,0.8585858586,0.7454545455,0.1489653752,0,0.9130434783
Graduation,Married,0.7918410042,0.0146443515,0.1841004184,0.0094142259,0.1,0.5,0.25,0.25,0,0,,0.1108786611,0,1,0.3333333333,0.6467477895,0.2912949862,0.5454545455,0.4545454545,0.4,0.3379774201,0.5,0.1304347826
Graduation,Married,0.4814814815,0.1111111111,0.3888888889,0.0185185185,0.2307692308,0.5384615385,0.1538461538,0.3076923077,0,0,,0.1296296296,0,1,0.1,0.1087805305,0.0138418948,0.3636363636,0.3939393939,0.2,0.0234483268,0,0.8695652174
Graduation,Married,0.8421052632,0,0.1578947368,0,0.1,0.4,0.2,0.4,0,0,,0.1052631579,0,1,0,0.249934343,0.0030759766,0.1818181818,0.5151515152,0.5454545455,0.0072063416,0.25,0.6086956522
Master,Single,0.4423076923,0,0.5576923077,0,0.2307692308,0.5384615385,0.1538461538,0.3076923077,0,1,,0.1346153846,0,1,0.1,0.0989232251,0.0132266995,0.2727272727,0.0707070707,0.5272727273,0.0223396589,0,0.5217391304
Master,Single,0.3798297315,0.1178781925,0.4394237066,0,0.04,0.28,0.44,0.28,0,0,,0.1237721022,0.0628683694,0,0.5,0.6952201698,0.4669332513,0.2727272727,0.9090909091,0.8,0.4336776363,0,0.2173913043
Graduation,Married,0.5556390977,0.0511278195,0.2947368421,0.0308270677,0.1666666667,0.5416666667,0.2083333333,0.25,0,0,,0.0112781955,0.0676691729,1,0.4666666667,0.5668563425,0.4063365118,0.8181818182,0.3131313131,0.7636363636,0.3928657218,0,0.9565217391
Graduation,Divorced,0.8849840256,0.0143769968,0.071884984,0.0095846645,0.04,0.48,0.2,0.32,0,0,,0.2747603834,0.0191693291,1,0.5,0.5986868598,0.1897877576,0.7272727273,0.4848484848,0.3272727273,0.1739610858,0.25,0.0434782609
Graduation,Married,0.8573551263,0,0.1426448737,0,0.0769230769,0.5384615385,0.1153846154,0.3461538462,0,0,,0.0995542348,0,0,0.5333333333,0.5099886195,0.2042448477,0.9090909091,0.0909090909,0.6909090909,0.1800476727,0.25,0.7391304348
2n Cycle,Together,0.3513513514,0,0.4054054054,0.0810810811,0.0909090909,0.4545454545,0.2727272727,0.2727272727,0,0,,0.6486486486,0.1621621622,1,0.0333333333,0.2755931016,0.0086127345,0.1818181818,0.4848484848,0.2545454545,0.0177538052,0.25,0.9565217391
Graduation,Together,0.3685714286,0.06,0.4814285714,0.0428571429,0.0454545455,0.2727272727,0.1818181818,0.5454545455,0,0,,0.015,0.0471428571,0,0.4,0.7277247658,0.4278683482,0.1818181818,0.797979798,0.5272727273,0.4520996659,0,0.6956521739
Graduation,Together,0.756501182,0.011820331,0.1914893617,0.0070921986,0.0952380952,0.4761904762,0.2380952381,0.2857142857,0,0,,0.0472813239,0.0330969267,1,0.3666666667,0.5269543903,0.1273454322,0.5454545455,0.3838383838,0.4181818182,0.1386706016,0,0.9565217391
Master,Single,0.5897845172,0.0518754988,0.324820431,0,0.1818181818,0.3636363636,0.303030303,0.3333333333,0,0,,0.0335195531,0.0335195531,1,0.7666666667,0.5850827278,0.3826514918,0.7272727273,0.7777777778,0.5090909091,0.2671368986,0,0.9130434783
Graduation,Married,0.0833333333,0.1666666667,0.6666666667,0.0833333333,0.1,0.5,0.2,0.3,0,0,,0.25,0,1,0,0.2035367242,0.000922793,0.1818181818,0.6565656566,0.2,0.0021619025,0,0.3043478261
Basic,Divorced,0.5647249191,0.0388349515,0.3495145631,0.0307443366,0.2083333333,0.5,0.2916666667,0.2083333333,0,1,,0.3834951456,0.0161812298,1,0.4666666667,0.5130438589,0.1873269763,0.7272727273,0.2525252525,0.4,0.1790775883,0.5,0.652173913
Basic,Married,0.4915254237,0.011299435,0.3389830508,0.0451977401,0.0666666667,0.4,0.2,0.4,0,0,,0.2146892655,0.1129943503,0,0.1666666667,0.3370918323,0.0516764073,0.1818181818,0.2121212121,0.2545454545,0.0785491232,0,0.8695652174
Basic,Together,0.4016853933,0.1713483146,0.1474719101,0.0070224719,0.0416666667,0.3333333333,0.25,0.4166666667,0,0,,0.058988764,0.2724719101,1,0.4666666667,0.688129213,0.2162411566,0.3636363636,0.4949494949,0.3272727273,0.2073024261,0,0.6956521739
Basic,Together,0.2552447552,0.0367132867,0.631993007,0.0367132867,0.0434782609,0.2608695652,0.3913043478,0.347826087,0,1,,0.0979020979,0.0393356643,0,0.4333333333,0.7536549068,0.3491233467,0.1818181818,0.0606060606,0.8181818182,0.3519514564,0.25,0.0434782609
Graduation,Together,0.5593220339,0,0.3389830508,0.0677966102,0.2307692308,0.5384615385,0.1538461538,0.3076923077,0,0,,0.3389830508,0.0338983051,1,0.1,0.2200385188,0.0153798831,0.2727272727,0.696969697,0.7636363636,0.0262199967,0,0.4347826087
Master,Married,0.2586304471,0.0679117148,0.5936615733,0.0345217883,0.037037037,0.2222222222,0.2592592593,0.5185185185,0,0,,0.0294284097,0.0452744765,0,0.5666666667,0.7984417403,0.5407566902,0.1818181818,0.7777777778,0.2727272727,0.4651293138,0,0.2173913043
Master,Married,0.3580246914,0.024691358,0.4444444444,0.0987654321,0.2142857143,0.4285714286,0.2142857143,0.3571428571,0,0,,0.1358024691,0.0740740741,1,0.1333333333,0.0116169132,0.0221470317,0.1818181818,0.4444444444,0.2363636364,0.035208126,0,0.7391304348
2n Cycle,Married,0.6153846154,0.0096153846,0.2259615385,0.0432692308,0.3125,0.5625,0.125,0.3125,0,0,,0.2163461538,0.1057692308,1,0.2,0.4516064081,0.0612119348,0.4545454545,0.101010101,0.6181818182,0.0871967331,0,0.4347826087
Graduation,Single,0.3684210526,0.0462519936,0.4481658692,0.028708134,0.0869565217,0.3913043478,0.2173913043,0.3913043478,0,0,,0.019138756,0.1084529506,1,0.4333333333,0.6014094371,0.1900953553,0.4545454545,0.9494949495,0.7818181818,0.1899654304,0,0.1304347826
2n Cycle,Divorced,0.2157360406,0.2428087986,0.486463621,0.0177664975,0.0384615385,0.3076923077,0.5,0.1923076923,0,1,,0.0736040609,0.0372250423,0,0.5333333333,0.7346756544,0.3608120578,0.3636363636,0.3333333333,0.4181818182,0.3211256675,0,0.0434782609
Graduation,Married,0.8362235067,0.0269749518,0.1136801541,0.0077071291,0.1739130435,0.4347826087,0.3043478261,0.2608695652,0,0,,0.612716763,0.0154142582,1,0.4333333333,0.5487350083,0.1568748078,0.5454545455,0.2525252525,0.4,0.1561269569,0,0.3913043478
Graduation,Single,0.7474226804,0.0270618557,0.2074742268,0,0.1481481481,0.5185185185,0.1851851852,0.2962962963,0,0,,0.1804123711,0.0180412371,1,0.5666666667,0.594213429,0.235927407,0.9090909091,0.7777777778,0.5818181818,0.2006298876,0,0.8260869565
Graduation,Married,0.3947368421,0.0394736842,0.4736842105,0.0131578947,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.0394736842,0.0789473684,1,0.0666666667,0.4815022323,0.0206090434,0.1818181818,0.2222222222,0.7272727273,0.0391544559,0,0.0869565217
Graduation,Together,0.6380090498,0.0520361991,0.1832579186,0.0226244344,0.0952380952,0.380952381,0.1904761905,0.4285714286,0,0,,0.0226244344,0.1040723982,1,0.3666666667,0.4975663136,0.1331897878,0.3636363636,0.3939393939,0.6363636364,0.1451906249,0,0.1304347826
Graduation,Married,0.4565868263,0.0359281437,0.4161676647,0.0284431138,0.0833333333,0.5,0.2083333333,0.2916666667,0,0,,0.0104790419,0.0628742515,1,0.4666666667,0.6002888908,0.2027068594,0.7272727273,0.3838383838,0.5454545455,0.1940907999,0,0
Graduation,Married,0.3685897436,0.094017094,0.4001068376,0.0283119658,0.0344827586,0.3103448276,0.4137931034,0.275862069,0,0,,0.0614316239,0.108974359,0,0.6333333333,0.6611923313,0.5730544448,0.4545454545,0.4949494949,0.9090909091,0.4586960663,0.25,0.347826087
2n Cycle,Together,0.7761904762,0.0261904762,0.1642857143,0,0.1428571429,0.380952381,0.2857142857,0.3333333333,0,0,,0.0476190476,0.0333333333,1,0.3666666667,0.4947912107,0.1264226392,0.3636363636,0.6262626263,0.4,0.1376411242,0,0.3913043478
Graduation,Single,0.0416666667,0.125,0.4583333333,0.125,0.1,0.4,0.3,0.3,0,1,,0.625,0.25,1,0,0.1126849339,0.0046139649,0.3636363636,0.2121212121,0.2909090909,0.0108095124,0,0.8260869565
Graduation,Married,0.6465346535,0.0257425743,0.2524752475,0.0237623762,0.0666666667,0.5,0.1333333333,0.3666666667,0,0,,0.0227722772,0.0514851485,1,0.6666666667,0.6695176398,0.3079052599,1,0.9191919192,0.6,0.2361277925,0,0.3043478261
Graduation,Together,0.7,0.0255813953,0.2581395349,0.0162790698,0.1904761905,0.4761904762,0.1428571429,0.380952381,0,0,,0.176744186,0,1,0.3666666667,0.5731419067,0.1294986158,0.5454545455,0.5252525253,0.4363636364,0.1410727154,0,0.5652173913
Master,Divorced,0.6222222222,0.0666666667,0.3111111111,0,0.1818181818,0.4545454545,0.2727272727,0.2727272727,0,0,,0.6222222222,0,1,0.0333333333,0.380836908,0.0110735158,0.1818181818,0.5656565657,0.9090909091,0.0229947809,0,0.2608695652
Graduation,Divorced,0.3742331288,0.0460122699,0.4509202454,0.036809816,0.1111111111,0.5555555556,0.1666666667,0.2777777778,0,0,,0.0398773006,0.0920245399,1,0.2666666667,0.2982929178,0.0975084589,0.5454545455,0.404040404,0.2545454545,0.1240291456,0,0.5217391304
Master,Married,0.6111111111,0.0277777778,0.3611111111,0,0.1666666667,0.4166666667,0.1666666667,0.4166666667,0,0,,0.2361111111,0,1,0.0666666667,0.3356036068,0.0193786527,0.1818181818,0.4545454545,0.8727272727,0.0367523421,0,0.8260869565
Graduation,Single,0.1374438022,0.0224791265,0.7835581246,0.0269749518,0.0333333333,0.2666666667,0.4,0.3333333333,0,1,,0.0661528581,0.0295439949,0,0.6666666667,0.8114505822,0.4761611812,0.3636363636,0.8484848485,0.7454545455,0.3675234206,0.25,0.1304347826
2n Cycle,Single,0.5909090909,0.1223776224,0.1468531469,0.0909090909,0.2222222222,0.4444444444,0.1666666667,0.3888888889,0,0,,0.0594405594,0.048951049,1,0.2666666667,0.5111441828,0.0852045524,0.3636363636,0.9292929293,0.6545454545,0.1080150532,0,0.5217391304
Graduation,Married,0.3658536585,0.1463414634,0.2195121951,0.0731707317,0.0769230769,0.4615384615,0.1538461538,0.3846153846,0,0,,0.1951219512,0.1951219512,1,0.1,0.2682832881,0.0224546293,0.1818181818,0.0404040404,0.4,0.0389696779,0,0.3913043478
Master,Married,0.4814814815,0.1481481481,0.3148148148,0.0185185185,0.1666666667,0.4166666667,0.25,0.3333333333,0,0,,0.0555555556,0.037037037,1,0.0666666667,0.1782806618,0.0138418948,0.0909090909,0.6262626263,0.5636363636,0.0259428297,0,0.1739130435
Graduation,Together,0.3714200477,0.0984486874,0.3490453461,0.0193914081,0.1739130435,0.3913043478,0.1739130435,0.4347826087,0,0,,0.0283412888,0.1616945107,1,0.4333333333,0.4814497067,0.2034450938,0.4545454545,1,0.8363636364,0.2035634837,0,0.4347826087
Master,Married,0.4694533762,0.0482315113,0.4405144695,0.0289389068,0.2222222222,0.5555555556,0.2222222222,0.2222222222,0,0,,0.2926045016,0.0128617363,1,0.2666666667,0.4031602906,0.092894494,0.5454545455,0.8282828283,0.5272727273,0.118023861,0.25,0.7391304348
Graduation,Together,0.2807017544,0,0.6140350877,0.0350877193,0.2142857143,0.5714285714,0.2142857143,0.2142857143,0,1,,0.2280701754,0.0701754386,1,0.1333333333,0.125474919,0.0147646878,0.3636363636,0.0808080808,0.2363636364,0.0228543976,0,0.1739130435
Master,Married,0.1805259417,0.0760483298,0.4769012082,0.0646766169,0.0454545455,0.3181818182,0.2727272727,0.4090909091,0,0,,0.0184790334,0.2018479033,0,0.4,0.6192506347,0.4300215318,0.2727272727,0.6363636364,0.3090909091,0.4543925927,0,0.9565217391
Basic,Single,0.0322580645,0.064516129,0.4838709677,0.0967741935,0.1818181818,0.4545454545,0.1818181818,0.3636363636,0,0,,0,0.3225806452,1,0.0333333333,0.0333362514,0.0067671486,0.2727272727,0.8282828283,0.3272727273,0.0138230734,0,0.3043478261
Graduation,Together,0.2866972477,0.0235091743,0.5625,0.0894495413,0.0384615385,0.4615384615,0.3076923077,0.2307692308,0,0,,0.0430045872,0.0378440367,1,0.5333333333,0.7792086142,0.533681944,0.7272727273,0.7676767677,0.6181818182,0.4768935124,0,0.7826086957
Graduation,Single,0.0625,0.125,0.625,0.1041666667,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.25,0.0833333333,0,0.0333333333,0.1668300797,0.0119963088,0.0909090909,0.5858585859,0.4,0.0249601467,0,0.3043478261
2n Cycle,Married,0.5734870317,0.0778097983,0.1959654179,0.0489913545,0.1052631579,0.3157894737,0.4210526316,0.2631578947,0,0,,0.6340057637,0.1037463977,1,0.3,0.5766436138,0.1039680098,0.1818181818,0.6565656566,0.4727272727,0.1251248467,0.25,0
2n Cycle,Divorced,0.7329192547,0.0409937888,0.1919254658,0.0167701863,0.0344827586,0.3793103448,0.275862069,0.3448275862,0,1,,0.0956521739,0.0173913043,0,0.6333333333,0.6217981266,0.4924638573,0.6363636364,0.0303030303,0.3272727273,0.3935904976,0.25,0.7391304348
Master,Married,0.6047422053,0.0117198102,0.3140909128,0.0070318861,0.1739130435,0.4347826087,0.347826087,0.2173913043,0,0,,0.021876979,0.0624151856,1,0.4333333333,0.7079576293,0.3909210122,0.5454545455,0.1515151515,0.3636363636,0.3945265884,0,0
Graduation,Single,0.5681818182,0.0454545455,0.3181818182,0.0227272727,0.1818181818,0.4545454545,0.1818181818,0.3636363636,0,0,,0.0454545455,0.0454545455,1,0.0333333333,0.2935218419,0.0107659182,0.3636363636,0.9494949495,0.4545454545,0.0223396589,0,0.6956521739
2n Cycle,Together,0.3333333333,0.1621621622,0.472972973,0.0135135135,0.0357142857,0.2857142857,0.3928571429,0.3214285714,0,0,,0.0341055341,0.018018018,0,0.6,0.7116957017,0.4752383882,0.3636363636,0.9292929293,0.7454545455,0.3934662503,0,0.4782608696
Graduation,Together,0.3388203018,0.1015089163,0.3278463649,0.0068587106,0.0416666667,0.375,0.1666666667,0.4583333333,0,0,,0.19478738,0.2249657064,0,0.4666666667,0.6470804517,0.2214703168,0.4545454545,0.0404040404,0.5272727273,0.2124069181,0,0.3913043478
2n Cycle,Married,0.2051517939,0.0740570377,0.529898804,0.0105795768,0.0416666667,0.375,0.3333333333,0.2916666667,0,0,,0.0317387305,0.1803127875,0,0.4666666667,0.8310601418,0.6659489388,0.4545454545,0.6666666667,0.9272727273,0.6462887341,0,0.3913043478
Graduation,Single,0.3958333333,0.125,0.375,0.0208333333,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.1666666667,0.0833333333,1,0.0333333333,0.3359450232,0.0119963088,0.0909090909,0.8787878788,0.6727272727,0.0249601467,0,0.9130434783
Graduation,Married,0.4635765315,0.0565337234,0.4409630421,0.0113067447,0.2307692308,0.4615384615,0.3076923077,0.2307692308,0,0,,0.6670979355,0.0276199584,1,0.1,0.2946774052,0.0244364153,0.2727272727,0.7474747475,0.6909090909,0.0425411331,0.25,0.652173913
PhD,Together,0.6209677419,0,0.3467741935,0.0161290323,0.2916666667,0.5,0.1666666667,0.3333333333,0,0,,0.15,0.0161290323,1,0.4666666667,0.4101637048,0.1879421716,0.7272727273,0.3535353535,0.4545454545,0.1796781167,0,0.8260869565
2n Cycle,Married,0.2713178295,0.0786267996,0.5437430786,0.0564784053,0.0357142857,0.3928571429,0.3571428571,0.25,0,0,,0.0387596899,0.049833887,0,0.6,0.7483760833,0.2749923101,0.6363636364,0.898989899,0.6363636364,0.2259188085,0,0.9565217391
PhD,Married,0.4716981132,0.0482180294,0.3710691824,0.0293501048,0.1428571429,0.5714285714,0.1428571429,0.2857142857,0,0,,0.0524109015,0.0796645702,1,0.3666666667,0.3377396481,0.1439557059,0.7272727273,0.8585858586,0.2363636364,0.1572011942,0,0.652173913
